sentiment,review_body,product_category
0,Definitely pj quality. i have a fairly thin frame and this hung on me like a tent. and it's very thin  so it works as a swim cover  but definitely not a dress for anything else.,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
0,I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that  it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo  it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
1,I bought the top that goes with the pants & live that it's comfortable to wear at home yet looks good enough to to go anywhere. easy to care for. very happy with this!!,Lounge
1,Great  easy to wear addition to the wardrobe. i wore it all day today and no pilling! plus the pockets are really convenient...they are a good depth for car keys or a small wallet. i'm pretty busty (32ddd) and have a curvy body...with that said  the small fit well. i prefer wearing it with the zippers opened because my behind and hips look odd with the sweater fully zipped...(for ref 36 inch hips). give this one a shot...it's a nice surprise.,Lounge
1,"I love this top! from the details on the cuffs to the draping at the neck to the light-weight  yet very high-quality material  this top is my new winter-spring transition piece. i'm 5'3""  small chest  and a slight curve in the hips. the arms of this top fit me fine  but because the fabric doesn't stretch  you may find the sleeves too fitted. the length is perfect for hiding the butt without looking like pajamas (about mid-thigh). i've paired it with cuffed jeans and sneakers (like the model is w",Lounge
1,I received this romper last week and have already worn it twice. it is soooo comfortable and the material is really soft. the romper is loose  yet fitted and very cute. i love the open back and the shorts are just the right length. i wish there were other patterns or colors available  too. i would definitely buy again!,Lounge
1,This hoodie is really cute-i got the polka dot color and it is very soft and roomy. i am normally a small but got the medium and it fits exactly how i wanted. however-it is not a pullover and instead zips up. so odd that the pic of the hoodie is a pullover. debated returning because i wanted a pullover  but have decided to keep it because of how soft it is.,Lounge
1,I love this dress. it is so soft and comfortable  perfect for summer!! i wish it came in more colors because i would buy everyone!!,Lounge
1,Gorgeous wide leg sweats. i did wear them outside but i wore with a long t because they are slightly see through if they are snug on your bum. they don't seem like they will last long because they are thin. but the cut is adorable and very flattering. they were a gift  not sure i would have spent $78 but i do love them.,Lounge
1,These leggings are beautiful! so unusual and colorful  comfortable  and flattering. they fit true-to-size with enough stretch to move with you yet retain their shape. the fabric is a bit lighter-weight than ponte but heavy enough to be completely opaque. i would definitely recommend these beautiful leggings to anyone who doesn't mind attracting a little (envious?) attention.,Lounge
1,I first got the coral one and was so in love with it that i ended up getting the other colors. it's just so cute  flattering  so cute with a long necklace and i just love how the back dips down and covers your butt. i've been heavily contemplating getting a second coral one i'm so worried if something happens to it lol i'm weird like that. it's always the good stuff that can't be replaced,Lounge
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
-1,Like one of the previous reviewers  when my jacket arrived  it was not in the great dark wash pictured online. it was in a basic  medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally  know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy  but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs  but it was s,Outerwear
-1,I really wanted to love this waistcoat. i purchased this online and tried it on as soon as i received it. it runs large  but i should have realized the horizontal stripes sitting on the hips is not a good thing. the fur adds additional bulk where it is not needed  the hip area !!!!. i purchased a small and could have purchase a xs  but i think the problem would still be there in a smaller size. it's going back  but i am disappointed as i really wanted a something a little alternative !!!!!,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,"This sweater was huge  it hung down to my calves! it also is really bulky and scratchy  it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s  and i was swimming in it. the fabric is very thick  i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
1,I saw this trench in an email a couple weeks back and instantly fell in love. i bought it for myself for my birthday and got it just the other day and it is just as beautiful in person as it is online. fits true to size and is so flattering. i love the true navy color and cannot wait to wear this on cool spring nights!!,Outerwear
1,This coat is beautifully tailored and made in the usa of 100% wool the color is vibrant. it looks great when you need a longer coat for the cold. it's almost an outfit on its own. lastly  the size was perfect. i ordered my normal 8 and it fit like a glove.,Outerwear
1,I agree with the other reviews that the side slits are not at all represented in the images. thankfully there was an instagram photo of the coat posted by the time i ordered it that showed the side panels very clearly  so i was not caught off guard. i like that the panels allow for ease of movement  but when there's a cold wind it would be nice if they were not there. this coat is a great statement piece for a night out  just not as much for day to day wear if you're looking for something warm a,Outerwear
1,"Ordered this coat in a small. it is meant to be a slouchy and the fit is perfect - i'm 5'5"" and weigh around 120. the sleeves are slightly longer than 3/4. the fabric is so soft  the coat is unlined and drapes beautifully. this coat reminds me of a coat my mother had when i was a child.... she referred to it as her 'car coat'... i believe that was a style then. worth the $.",Outerwear
1,I love this coat. it's everything i've been looking for in a trench: navy blue  cut for dresses  with a vintage flair. and the medium fits like a glove (i'm a size 8). all that being said  be forewarned that this coat in unlined  so it won't be that warm a layer. the seams are covered in a bright turquoise bias tape so it doesn't seem especially unfinished. still worth the price on sale.,Outerwear
1,I sat on the fence almost too long on this piece and finally ordered one when it popped up as a return...so happy imwas able to snag it. it is incredible. i put it with my favorite closed jeans and chanel work boots and wow! i also have tried belting it where the fur begins and that looks equally fabulous. imput true to size as it is suppose to be roomy  to many people ruin styles by trying to get them to fit in a way they were not meant to...embrace the uniqueness of this piece and roder true t,Outerwear
1,Absolutely love the jacket! wore it out in nyc at a rooftop bar and many people complimented on it. the faux fur is soft and pink color is beautiful. it is trendy but classy and can be worn dressy or dressed down with boyfriend jeans and booties. perfect transitional jacket from day to night =-),Outerwear
1,I have a gala to attend next weekend and can't wait to wear this beautiful cape. i'm a big fan of nanette lepore clothing and this cape does not disappoint. it is absolutely beautiful....chic and elegant.,Outerwear
1,This coat is beautiful! i love the color and the design. it definitely runs a little large. i usually wear a small or a zero and i can wear a small wth a large sweater underneath no problem. i might have wanted an extra small but i just stuck with the small because i needed the coat already. the vest keeps it warm  but the sleeves aren't lined so it's cold unless you have a nice sweater underneath it if you're going to be in cold weather.,Outerwear
-1,Do not waste your money on this.  at first  i bought pilcro hyphen chinos short and i loved it. so i bought this pants in store too. i laundry them yesterday and they both came out colorless. i was so shock.   fyi  i did not use bleach or chrolox  i mean i don''t use them.i will return them both.  still mad. this is bad quality enough worth it.,Pants
-1,I bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg. i figured i did something wrong so i bought another pair in the same color and one in sage. just washed both pairs according to care instructions (no spills  stain remover  or anything but detergent) and both came out with light spots all down the leg. very sad to have wasted all that money.,Pants
-1,"These pants fit tts and are ask pictured in length on me (5'5""). i can go between a 4 and a 6  and tried the 6 and they were fine. that said  the fabric completed turned me off. it is that sort of stretch fabric with a sheen to it. i did not find them to be the wonderful wardrobe basic i thought they'd be- the fabric is just too stiff  and the sheen made them feel cheap  unfortunately.",Pants
-1,I am not particularly large but i have thighs! this pair of pants was totally unflattering! my butt looked fine but everything else looked bigger and my legs looked like stumps. i now understand why it's on sale. you may like these pants if you are tall and thin legged. but otherwise skip them. plus the material seems like it would discolor or stain easily. i had a pair from retailer in the same material last year that developed an odd discoloration the first time i wore them.,Pants
-1,I'm petite  but even if i weren't  i think this runs very large  isn't form flattering at all  and overall looks dull. it most definitely does not justify the price. material is thin.,Pants
-1,I bought the yellow pair on vacation last week and loved them! i wore them home on the plane and had a pony tail holder in my pocket (basic goody binder)  and there is a circle stain where the binder was! so strange! i sprayed them with spray and wash and washed them. the stain is still there and now it is discolored in the area i treated them! they are ruined! i am so disappointed and i only got one wear out of them!,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
-1,I thought these pants were cute! when i put them on  they fit perfectly  and were comfortable  however i wore them for about 20 minutes and they were a completely different size  and looked awful!,Pants
-1,I adore the feel and cut of these culottes  but the quality has diminished my faith in retailer. picks  piles  and serious wear and tear after just one day. i feel as if i wasted my money.,Pants
0,These were a little baggier than expected and the petite size ran long.,Pants
0,I ordered a six 6 petite. the pant leg was still very long. and if i have it tailored it will not preserve the whole point of these pants having a flare. this is a slim fit. i have heavy thighs and this was not for me. i'm 5' 120 lbs. also the tag warns that the fabric may leave color on lighter clothing. which i don't get  because it's spandex blend. also wasn't too hip in the zipper on the back.,Pants
0,I wanted to love these pants  but they were larger than i expected and the fabric is very heavy. almost like a thick sweater.,Pants
0,These pants are lovely and comfortable  but they are entirely too delicate. i wore them once and nearly any time something touched them  they snagged. i was worried about it when i saw the fabric  and thought i'd give it a try  but i didn't think it would be this bad. for the price  i expect better quality. also  they run a little large- unless i pull the waist down low  it gaps in the back and these look better worn a little bit higher  closer to the natural waist. i'm usually a 4/6  28/29 in b,Pants
0,Omg - i laughed so hard after i put these on. i was so excited to get them. i ordered them in my usual 4. i got a little suspicious when i pulled them out and noticed they had an elastic waist band.  they were a little too small for me and even if they were not it's hard to imagine a world in which they didn't make me look like an oompa loompa or a hobbit! they are beautifully made and i kept looking at the picture and wondering why they don't look like that on me? i definitely have a curvier sh,Pants
0,I bought these pants in white and tan. they are comfortable and fit great.however  they tend to stretch. i just got them and they are already starting to become uncomfortably loose. i still really like them but i recommend you buy a little tight so they become comfortable.,Pants
0,"I do not love these pants. while the fabric is nice  they make me look rather dumpy. i highly recommend the essential taper pant instead  which has beautiful tapering legs and made me look more slender. these pants make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall  but at 5' 6"" these are a miss for me!",Pants
0,I had high hopes for this jumpsuit for a holiday party but it is a very odd fit. i'm normally a 10-12  preferably a petite. i ordered this in a large and i couldn't begin to zip it up. it also ran extremely short in the crotch area. very pretty print but it's going back!,Pants
0,I love the fit of these pants. i bought them in several colors  but unfortunately when i laundered the teal blue pair  the places where the liquid detergent touched them (not bleach  detergent) look like they've touched bleach. i washed them in cold with regular detergent but will be unable to wear them after one wear. i was confused and even checked the detergent to make sure it did not have bleach in it  and it does not. very disappointing and i hope this is not true of the dye in the other co,Pants
1,Great trouser pants for summer with pretty jacquard print and neat denim detail at hem and waist band. usually wear a 6 in retailer but went up a size to 8 with these for looser trouser fit. fits my backend nicely which is always a plus. can't wait to wear them!,Pants
1,These culottes are adorable on....if you order up two whole sizes! they run extremely small. fabric is thick  high quality and a beautiful color.,Pants
1,I love these pants. i have them in navy and carbon. the navy color seems to run bigger than the carbon. they are very loose like a boyfriend pant in navy. they loosen up as the day goes on as well. super comfy and great for running errands and taking my little one to the park. i can look cute and feel comfy and i can give my yoga pants a break.,Pants
1,This jumpsuit is great dressed up or down. the only issue i had with it is that the straps are very long (but that was an easy fix).,Pants
1,"I ordered these joggers in holly size m. for reference  i am 5'5  138 lbs  i have a small waist with *thicker* thighs and bum. i was worried that these would make all my ""flaws"" stand out as so many joggers in the past have  but these are not that way at all! they are so comfy and just right! they could easily be dressed up or down. these joggers could quickly replace your everyday jeans or black leggings habit to add a new  more stylish twist!",Pants
1,"I rarely order pants on line...as the size often varies so much. took a chance on these as they were on sale and they are just stink'n adorable! i am so glad i did  i love them. i ordered both colors  haven't got the neutral pair yet but the green plaid fits me like they were made for me!! for reference i am about 5""3' tall  my weight is around 137.5 ish. i ordered the 28 regular  and they fit perfectly. i hope they don't stretch to much when i wear them. if so i will update my review. i just lo",Pants
1,Got them on sale in blue and love the color! they are flattering and i like the waist and pocketed area bc it is also comfy- waistband and hips are loose but not too loose. tts. i'm 8/10 and took a 29.,Pants
1,I have these in 3 colors and i always wear a 27 in pilcro. i could probably size down but i like them a little loose. they are great to have in the spring and summer. they are very soft and very comfy.,Pants
1,"I tried these on in store and purchased them in the chocolate brown as the fit was perfect! i am 5' 8"" and weigh 145 pounds with an approximate 10"" difference between hips and waist. the size 27 fit perfectly. i was surprised that they did not wrinkle terribly as they are linen. they withstood wear during a very active day and still looked great by evening. they wash well and only needed a quick touch up with the iron. i liked them so well that i ordered a second pair in grey!",Pants
-1,"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",Shorts
-1,Very nice fabric and quality but runs very large. i had to return my pair of a size 0. stinks to pay for shipping on a product that looks so different in the picture.,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,Pilcro stet roll ups are my fave! i have about 5 or 6 pairs and i needed a replacement for my light wash so i went in the store and tried these on. wow has the quality changed. the denim is a lot lighter in material  now  the wash isn't as real  almost like i'm wearing jegging shorts. these were my favorite but now i'll have to look for light wash denim shorts elsewhere because these new ones just wont cut it anymore! why  pilcro?? the sizing is about the same  they run a little large due to the,Shorts
-1,Looked really cute on the hanger  so i took it with me into the dressing room. the fabric is super soft  and the top is very flattering however the bottom is way too short! you can't tell from the picture but the sides are rounded and go up higher on your leg. the model has the waist band pulled lower than i think you'd most likely be wearing it making the outfit appear longer. i wish i could pull this off...maybe i'm just too old for it.,Shorts
-1,I was excited to get this romper  but it just didn't work. i'm petite with a large bust and the blousy design of the top portion just hung like a bag on me. returned.,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,I bought these for a trip to the caribbean. i sweat a lot. if you have ever been humiliated by having a ring of sweat around your crotch area  then i do not recommend these shorts in the moss color. this color and fabric do not camouflage sweat. i will spare you the photos.,Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,"I wanted to love this romper  but it just wasted right for me. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered size small. i may have liked it better with more room in the medium  decided to return. i still recommend trying this product  but it wasn't for me and my hips!",Shorts
0,These shorts are just beautiful. with that said  they were expensive  but made reasonable when i snagged them in the online sale! they do also run large  and they seem to be made for short-waisted bodies. i will be bringing them back to my local store to (hopefully) exchange for a smaller size. fingers crossed that they still have them in stock!,Shorts
0,"I tried this in a size medium. i have purchased several rompers this summer and that's usually the size that fits (i'm 5'4"" and hover around 130lbs). i'm short waisted. i don't have a long torso but this just fit. if you look at the model in the pic  she's bent to one side giving the look of blousing at the top  but if you stand upright  it's very straight and smooth. i could get it to blouse over the waist but then i had to pull the bottom up so high the shorts became way to short. i like the m",Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
1,I thought these were very nice bermuda shorts. i have skinnier legs and i didn't see a problem with them being too baggy there. the olive color was nice  very comfortable material.,Shorts
1,These shorts are so cute and comfortable! you can wear any color top and they are very flattering! they fit tts.,Shorts
1,The are so comfortable  flattering  and i feel i can wear them with a lot of styles: dress them up or down  it all looks good. great product! make more like this please!,Shorts
1,One of my first rompers  it's super cute. i need to get used to the puffy sleeves but my husband also really likes it and he's definitely got an opinion about these things.,Shorts
1,This fits so perfect! it is light fabric  not clingy. very flattering! i am 5'4 120lbs with athletic build.,Shorts
1,I purchased these in taupe  mint  and coral. they are extremely comfortable and soft. they can be rolled up to 3 different lengths. i stayed in my regular size and the fit is great. i can see why they sell out so quickly. a must for summer season.,Shorts
1,The length on these are great. they stretch but so far they don't stretch out. the material is a dark and soft. i am 5'6' and 135lbs. the size 26 fit great.,Shorts
1,"I am 5'7 and 125lbs w a muscular bubble butt from climbing and biking. usually have trouble w shorts fitting right because my legs and waist don't match my butt. these shorts run large   i got a medium which should have been okay but they stretched out quite a bit after one wear so am returning for a small. it's crazy for my butt to be in a ""small""anything. so- if you are a skinny minny  or have a flat butt  these may not work for you in that you don't have anything to hold these up besides the",Shorts
1,This is the softest flannel ever! while i don't think i'd wear it outside  it is super comfy just lounging around. it runs very large  but since it's a flannel romper  not a problem. absolutely recommend for all shapes and sizes!,Shorts
-1,This was disappointing to me. i love how this looks on the model. unfortunately it made me look huge. it was all bunched up after i buttoned and put it on. i didn't find it was tts  i am a 10 m and got the m. it was too tight in the waist. before i'd even put it on  i noticed the waist looked very small. i don't even think the sizing issue caused the material bunching. it's like the buttons didn't match up or something.,Skirts
-1,I was really excited about this skirt because i love the color. however when i tried it on  it was too much of a high/low. i am not very tall but this would look a lot better on a tall person.,Skirts
-1,What an adorable and frustrating skirt! i'm not a large person: 32d-26-36. and i ordered my normal size small. this is a pull on skirt  and the waist opening could not accommodate either my shoulders or my hips. in most retailer clothes  i'm either a size 2 or 4; i have to agree with the other reviewer. there is no way to put this item on.,Skirts
-1,The skirt is totally see through unless you wear a slip. even though it has a built in slip  it is still see through. the problem is that the slip is made out of the same super thin polyester material as the outside skirt. if it wasn't see through i would keep it.,Skirts
-1,I agree with the other reviewer who said there was too much hardware and such. this really does have a lot going on. i usually wear a 4 in skirts  and based on reviews  went up one size. it still saw way up near my chest - i think even an 8 would be too small! it's sooooo tiny at the waist. probably buy 2 sizes  2 and 3 sizes up from your own. also  the skirt flares super wide at the sides  it doesn't sit the way in the photo or maybe the model is holding it down with her hand. it's like a skirt,Skirts
-1,The skirt is just okay. the design is great but the material is extremely thin and see through. there is a slip which goes to mid-thigh- very strange and felt weird as well. the pleats are okay but not great. overall  it is not worth paying full price for or anywhere near that. and again  be wary of it being see through.,Skirts
-1,"Yikes. there is a whole lot of skirt here. i am 5""4  weigh around 120 lb  and usually wear anywhere between a four and six in retailer clothing  depending on the designer. this skirt balloons out from the waist. on the website it seems to flow more naturally from the waist. i think that the flowers are cute but the material is cheap looking. the skirt is very long- hitting way below mid-calf. there is also tons of material - creating a parachute effect. definitely returning.",Skirts
-1,Oh dear. the elastic waistband just ruined this skirt for me--it made it look so cheap. i assumed from the photograph that the skirt was a knit over a structured lining with a real waistband with a zip. instead  it's a sweatshirt knit with no lining and elastic. it looked cheap and hung a bit baggy from the elastic waist  making it a no-go for me.,Skirts
-1,This is a beautiful skirt  but runs very small. i usually wear a size 8 and could not get the side zipper closed....at all.,Skirts
0,I received the moss skirt today. the material felt very soft and like good quality. i'm 5'4'  125 lbs and had ordered size 4 regular. unfortunately the skirt was huge and also very long  below the knees. the cut was not flattering for me as the material stuck out very wide on the sides. possibly a smaller size and petite would help but are sold out already in moss. plus i'm not sure the sticking out would be fixed  that might be the cut of the skirt. it didn't work for me and i will be returning,Skirts
0,I don't love this skirt as much as the other reviewers do. it fits a little bit weird on me  and i wanted the tie to be adjustable so i could bring in the extra fabric a bit (the knot is not adjustable). the skirt is borderline tight around my rear and legs  so i can't size down. the knit is substantial  so that's something -- but i found the extra fabric around my middle just wasn't flattering on me. i had recently bought and loved lilke's tideline pencil skirt  which also has a fabric tie wrap,Skirts
0,The picture makes it looks like it has rich brown yellow and orange colors. when it came  it was more black with some orange that popped. much different then i expected. the material was nice and silky but i was not willing to keep something that was dry clean only. i sent it back.,Skirts
0,This silk skirt was not the best look for me  but may work for others. i purchased the med  which fit fine. i just wasn't in love with the print/colors. the skirt has quality material and is well made. it's very light and airy. i did return it.,Skirts
0,This skirt was cute on  but not particularly flattering. i thought the denim was a little too stiff. typically  a-lines are flattering on my figure  but this was a miss.,Skirts
0,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however  if you have ""shapely"" hips and back-side  this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however  if you're less endowed in that area  it might work well. gives a great shape!",Skirts
0,Already got a lot of compliments on the first day i wore this skirt. great fun shape  very flattering. however  the 2 panels were sewn using some type of hard/plastic thread which becomes very itchy when you sit down (you can literally feel it through the liner and i'm concerned that over time it might actually rip it). very poor attention to details...,Skirts
0,Skirt was too big in the wiast and too much fabric. was not flattering  and generally not cute enough to warrent spending 50$ to get it tailored. usual size  oop felt atleast 2 sizes too large. the pattern on the skirt  and the nuetral color is very nice. if you can find one that fits  would be a nice 3 season skirt!,Skirts
0,Love the print  length  and cut. but the tie waist hangs in a weird way and seemed like it would stretch out and sag after a while. sad to return it.,Skirts
1,"I'm a little heavier than i'd like due to postpartum fluff and have to gradually lose because of breastfeeding  so i look for bottoms with enough give in the waist that will still fit once i reach my goal weight. for reference i'm about 33"" waist x 44"" hips with a goal of 31"" waist x 40"" hips  so roughly a size 12/14 getting back to an 8/10. i bought a medium and it stretches enough to fit. this skirt is a solid staple and the colors are just lovely. the flat elastic in the waistband doesn't rol",Skirts
1,I have the moss colored pilcro skirt that is out right now in an 8 and love everything about it. ordered this in an 8 and it is tight! sending it back. it is very pretty though. just don't love enough to exchange for correct size.,Skirts
1,This skirt is the perfect flirty denim piece for the summer.   it's light weight but good quality.   the only draw back is the waist is quite fitted when zipped.   had to size up.    it's like a pencil skirt on top  which does make it tough to tuck anything in unless it's very thin.   overall  charming skirt.   do love.,Skirts
1,Almost the perfect skirt! great colors super cute fit very flattering great length very versatile. only issue was size; normally a solid 10  i ended up a full 2 sizes smaller. very stretchy and comfortable just try it on first or order a couple of sizes. go down at least 1 size. as others have said...pilcro strikes again its such a great brand with the most flattering shapes and fabrics.,Skirts
1,This skirt is great! the fabric is so soft and light. i was hoping that the lower portion of the skirt wouldn't be too transparent  and it wasn't. the slip lining on the upper portion of the skirt is nice. the color is exactly as shown. i followed the advice of the only reviewer and sized up... i shouldn't have! the skirt was too big in the waist and too long. so i exchanged and the fit was right on. i think the skirt is meant to sit a little higher on the waist  so keep that in mind. the only t,Skirts
1,Unlike the other reviewer  i found this skirt to run small...very small. i am pear-shaped and always wear a 12 or size 31. the size 12 in this could barely go over my hips and was very snug around the waist. another inch in the zipper would be nice! there is no spandex in this skirt - just cotton - so there isn't any give to the fabric either. i ordered the size 14  which fit like a glove  but i would really like to see if the 16 would be better. embarrassing but i am just worried that with 100%,Skirts
1,"Gorgeous colors on lovely silk skirt. longer on me than in photo  but i'm only 5'4"". i usually wear a size 12 or 32"" waist jeans  but i could not zip up the large. by several inches. i'm not sure if i can possibly cover the waist and still wear it that way. sad because i've had my eye on this for months:(",Skirts
